title,journal,source_x,publish_time,year,abstract_word_count
Commentary,Ann Emerg Med,PMC,2013-08-19,2013.0,0
Intravenous Fluid Therapy of Calves,Vet Clin North Am Food Anim Pract,PMC,2016-01-07,2016.0,74
The cell biology of the nerve terminal,Neuron,PMC,2004-04-22,2004.0,0
Nouveau coronavirus (NcOV),Presse Med,PMC,2013-06-13,2013.0,0
IDENTIFICATION OF A T CELL LYMPHOMA CATEGORY DERIVED FROM INTESTINAL-MUCOSA-ASSOCIATED T CELLS,Lancet,PMC,1988-11-05,1988.0,114
β&rarr;LACTAMASE-PRODUCING ANAEROBES,Lancet,PMC,1980-11-01,1980.0,0
Influenza vaccine enlisted to prevent SARS confusion,Lancet,PMC,2003-09-06,2003.0,0
Index of articles published,Res Virol,PMC,2007-09-22,2007.0,0
Once Upon a Time in the Emergency Department: A Cautionary Tale,Ann Emerg Med,PMC,2005-09-02,2005.0,0
The First Confirmed Case of Human Avian Influenza A(H7N9) in Hong Kong and the Suspension of Volunteer Services: Impact on Palliative Care,J Pain Symptom Manage,PMC,2014-03-28,2014.0,0
Perspective from the NYC Assistant Commissioner of the Department of Health,Ann Emerg Med,PMC,2011-06-17,2011.0,0
New WHO chief promises greater commitment to HIV/AIDS,Lancet,PMC,2003-07-26,2003.0,0
Antigen recognition,Curr Opin Immunol,PMC,2002-02-11,2002.0,0
CALICIVIRUS GASTROENTERITIS IN NORTH WEST LONDON,Lancet,PMC,1981-10-31,1981.0,87
Expression systems,Curr Opin Biotechnol,PMC,2002-02-11,2002.0,0
Expression of nitric oxide synthase type II in the spinal cord under conditions producing thermal hyperalgesia,J Chem Neuroanat,PMC,2001-11-01,2001.0,208
Viral Infections of the Newborn,J Obstet Gynecol Neonatal Nurs,PMC,2015-12-16,2015.0,107
Golgi retention signals: do membranes hold the key?,Trends Cell Biol,PMC,2002-12-18,2002.0,110
Commentary,Ann Emerg Med,PMC,2009-10-23,2009.0,0
Canadians still stung by WHO's SARS travel advisory,Lancet,PMC,2003-05-10,2003.0,0
CHRONIC ENCEPHALOMYELITIS WITH SPECIFIC INCREASE IN INTRATHECAL MUMPS ANTIBODIES,Lancet,PMC,1982-09-25,1982.0,193
WHO assessment of health systems performance,Lancet,PMC,2003-06-21,2003.0,0
Health Research and Surveillance Potential to Partner with 2-1-1,Am J Prev Med,PMC,2012-11-14,2012.0,0
Index of key-words,Res Virol,PMC,2007-09-22,2007.0,0
"The where, what and how of ribosomal frameshifting in retroviral protein synthesis",Trends Biochem Sci,PMC,2003-03-21,2003.0,75
Rotavirus excretion by kids in a naturally infected goat herd,Small Rumin Res,PMC,2003-10-02,2003.0,231
Analytical biotechnology,Curr Opin Biotechnol,PMC,2002-02-25,2002.0,0
Antibiotic development pipeline runs dry,Lancet,PMC,2003-11-22,2003.0,0
ENDEMIC (BALKAN) NEPHROPATHY,Lancet,PMC,1976-03-06,1976.0,0
Isolation anterooms: Important components of airborne infection control,Am J Infect Control,PMC,2012-10-02,2012.0,0
Moral panic and pandemics,Lancet,PMC,2010-05-28,2010.0,0
Expression vectors for quatitating in vivo translational ambiguity: Their potential use to analyse frameshifting at the HIV gag-pol junction,Res Virol,PMC,2002-11-05,2002.0,204
The asymmetric distribution of phosphatidylcholine in rat brain synaptic plasma membranes,Neurochem Int,PMC,2003-03-14,2003.0,102
Synthesis of long cDNA from viral RNA template(),Gene Anal Tech,PMC,2002-12-11,2002.0,118
Aminopeptidase N inhibitors and SARS,Lancet,PMC,2003-05-03,2003.0,0
Advances in the diagnosis of respiratory virus infections,Clin Diagn Virol,PMC,1999-03-11,1999.0,488
Hong Kong bears brunt of latest outbreak,Lancet,PMC,2003-03-22,2003.0,0
China finally throws full weight behind efforts to contain SARS,Lancet,PMC,2003-04-26,2003.0,0
SARS genome chip available to scientists,Lancet,PMC,2003-06-28,2003.0,0
Integrins as virus receptors,Curr Biol,PMC,1993-09-01,1993.0,0
VIRUSES IN A MALIGNANT LYMPHOMA,Lancet,PMC,1969-11-08,1969.0,0
Immunohistochemical and behaviour pharmacological analysis of rats inoculated intranasally with vesicular stomatitis virus,J Chem Neuroanat,PMC,2003-03-19,2003.0,142
Virology and infection control,Clin Microbiol Newsl,PMC,1984-01-01,1984.0,0
Recently described innate broad spectrum virus inhibitors(),Microb Pathog,PMC,2004-04-13,2004.0,0
China makes preparations for possible new SARS outbreak,Lancet,PMC,2003-10-18,2003.0,0
"Abstracts of Papers Presented at the Session of the Virology Section of the Deutsche Gesellschaft für Hygiene und Mikrobiologie, Marburg, February 23-25, 1989",Zentralbl Bakteriol,PMC,2011-11-08,2011.0,0
International Health Regulations: the challenges ahead,Lancet,PMC,2007-05-24,2007.0,0
Pharmaceutical biotechnology,Curr Opin Biotechnol,PMC,2002-02-25,2002.0,0
Sequential variation in genomic RNA patterns of human rotaviruses isolated from infantile gastroenteritis,Ann Inst Pasteur Virol,PMC,2009-09-23,2009.0,108
CORONAVIRUS PARTICLES IN FÆCES FROM PATIENTS WITH GASTROENTERITIS,Lancet,PMC,1975-05-24,1975.0,0
Index des articles publiés,Ann Inst Pasteur Virol,PMC,2006-09-17,2006.0,0
"Evidence for antigen presentation by the class Ib molecule, Qa-1",Res Immunol,PMC,1999-10-26,1999.0,0
"RAISED URINARY FIBRIN-DEGRADATION PRODUCTS, COMPLEMENT, AND IgG DURING AN INFLUENZA-LIKE ILLNESS",Lancet,PMC,1977-04-30,1977.0,111
"Infection, asthma and bronchial hyperresponsiveness",Respir Med,PMC,2004-04-22,2004.0,0
Differential effects of orally versus parenterally administered qinghaosu derivative artemether in dogs,Exp Toxicol Pathol,PMC,2011-11-01,2011.0,502
Growth of canine distemper virus in cultured astrocytes: relationship to in vivo persistence and disease,Microb Pathog,PMC,2004-04-15,2004.0,279
"Reforming China's health care: for the people, by the people?",Lancet,PMC,2009-01-22,2009.0,0
Comparison of detection methods for adenovirus from enteric clinical specimens,Diagn Microbiol Infect Dis,PMC,2002-12-09,2002.0,298
Avian influenza: the threat looms,Lancet,PMC,2004-01-24,2004.0,0
RESPIRATORY SYNCYTIAL AND OTHER VIRUSES ASSOCIATED WITH RESPIRATORY DISEASE IN INFANTS,Lancet,PMC,1971-05-01,1971.0,125
CORONAVIRUS-LIKE PARTICLES IN DIARRHOEA STOOLS,Lancet,PMC,1980-12-27,1980.0,0
Protein engineering,Curr Opin Biotechnol,PMC,2002-02-25,2002.0,0
Table des mots-clés,Ann Inst Pasteur Virol,PMC,2006-09-17,2006.0,0
"HIV could blunt progress in China, Clinton warns",Lancet,PMC,2003-11-15,2003.0,0
"Lewis rats of the inbred strain LEW/Han: Life expectancy, spectrum and incidence of spontaneous neoplasms",Exp Toxicol Pathol,PMC,2011-11-01,2011.0,223
"The Annales de l'Institut Pasteur, one hundred years later…",Ann Inst Pasteur Virol,PMC,2006-09-17,2006.0,0
ROTAVIRUSES OF MAN AND ANIMALS,Lancet,PMC,1975-03-15,1975.0,0
Hong Kong health chief falls ill with suspected SARS virus,Lancet,PMC,2003-03-29,2003.0,0
Dangerous pathogens in the laboratory: from smallpox to today's SARS setbacks and tomorrow's polio-free world,Lancet,PMC,2004-05-15,2004.0,0
Multiple sclerosis as a viral disease,Res Immunol,PMC,2002-12-09,2002.0,0
Emergency Medical Services and 9-1-1 pandemic influenza preparedness: a national assessment,Am J Emerg Med,PMC,2012-02-03,2012.0,0
SARS back in Canada,Lancet,PMC,2003-05-31,2003.0,0
Les infections virales de la sphère ORL,Actual Pharm,PMC,2010-03-27,2010.0,0
Epitope spreading,Curr Opin Immunol,PMC,2002-02-11,2002.0,84
Healthy People Curriculum Task Force: A commentary by the Surgeon General,Am J Prev Med,PMC,2004-11-17,2004.0,0
Public health implications of world trade negotiations,Lancet,PMC,2004-01-03,2004.0,0
Inhaltsverzeichnis,Zentralbl Bakteriol,PMC,2011-11-08,2011.0,0
4 Haematological disorders associated with feline retrovirus infections,Baillieres Clin Haematol,PMC,2006-09-16,2006.0,311
CEA adhesion molecules: multifunctional proteins with signal-regulatory properties,Curr Opin Cell Biol,PMC,2002-02-25,2002.0,73
Severe acute respiratory syndrome (SARS): infection control,Lancet,PMC,2003-04-19,2003.0,0
Research Collaboration with 2-1-1 to Eliminate Health Disparities: An Introduction,Am J Prev Med,PMC,2012-11-14,2012.0,0
Human rotavirus infection,Clin Microbiol Newsl,PMC,1984-04-15,1984.0,0
Mouse hepatitis virus A59 increases steady-state levels of MHC mRNAs in primary glial cell cultures and in the murine central nervous system(),Microb Pathog,PMC,2004-04-13,2004.0,259
Pulmonary cystic keratinizing squamous cell lesions of rats after inhalation/instillation of different particles,Exp Toxicol Pathol,PMC,2011-11-01,2011.0,393
Nosocomial infection in China: Management status and solutions,Am J Infect Control,PMC,2016-07-01,2016.0,0
Appropriate human papillomavirus vaccination strategies – Authors' reply,Lancet,PMC,2009-10-15,2009.0,0
Mapping neuroinvasiveness of the herpes simplex virus type 1 encephalitis-inducing strain 2762 by the use of monoclonal antibodies,Mol Cell Probes,PMC,2004-12-07,2004.0,204
SJL/J resistance to mouse hepatitis virus-JHM-induced neurologic disease can be partially overcome by viral variants of S and host immunosuppression(),Microb Pathog,PMC,2004-04-27,2004.0,226
"Hospital Surge Capacity: If You Can’t Always Get What You Want, Can You Get What You Need?",Ann Emerg Med,PMC,2006-07-12,2006.0,0
Apoptosis in brain-specific autoimmune disease,Curr Opin Immunol,PMC,2002-02-11,2002.0,114
"The astrocyte is a target cell in mice persistently infected with mouse hepatitis virus, strain JHM()",Microb Pathog,PMC,2004-04-27,2004.0,187
Sorting signals,Curr Opin Cell Biol,PMC,2004-02-24,2004.0,0
Membranes,Curr Opin Cell Biol,PMC,2004-01-19,2004.0,0
Cruise Ship Medicine—2004,Ann Emerg Med,PMC,2005-03-23,2005.0,0
MS as autoimmune disease: Myelin antigens,Res Immunol,PMC,2002-12-09,2002.0,0
Public-health preparedness requires more than surveillance,Lancet,PMC,2004-11-05,2004.0,0
You Shall Not Stand By,Ann Emerg Med,PMC,2007-04-21,2007.0,0
Flu jab shortage in Japan puts elderly at risk,Lancet,PMC,2004-01-10,2004.0,0
Neuron-specific expression of a hamster prion protein minigene in transgenic mice induces susceptibility to hamster scrapie agent,Neuron,PMC,2004-06-09,2004.0,150
Rapidly decreased HBV RNA predicts responses of pegylated interferons in HBeAg-positive patients: a longitudinal cohort study,Hepatol Int,PMC,2020-02-25,2020.0,274
Erfordern besondere Zeiten besondere Maßnahmen?,Onkologe (Berl),PMC,2020-04-07,2020.0,0
PORCINE CORONAVIRUS ANTIBODIES IN ENDEMIC (BALKAN) NEPHROPATHY,Lancet,PMC,1978-01-21,1978.0,0
Disease X and other unknowns,Lancet,PMC,2019-04-11,2019.0,0
Timely estimates of influenza A H7N9 infection severity,Lancet,PMC,2013-06-24,2013.0,0
Providing incentives to share data early in health emergencies: the role of journal editors,Lancet,PMC,2015-11-06,2015.0,0
Five metaphors about global-health policy,Lancet,PMC,2008-07-10,2008.0,0
Asian countries urged to address HIV/AIDS in MSM,Lancet,PMC,2009-02-26,2009.0,0
Super-spreading events of MERS-CoV infection,Lancet,PMC,2016-07-09,2016.0,0
Opportunistic infections in immunosuppressed patients with juvenile idiopathic arthritis: analysis by the Pharmachild Safety Adjudication Committee,Arthritis Res Ther,PMC,2020-04-07,2020.0,260
Gabriel Leung: working for a healthier Hong Kong,Lancet,PMC,2018-02-16,2018.0,0
Influenza,Lancet,PMC,2019-01-31,2019.0,0
HIV: from exceptionalism to endgame,Lancet,PMC,2018-07-20,2018.0,0
Ziad Memish: father of mass gatherings medicine,Lancet,PMC,2014-05-20,2014.0,0
Minimise nosocomial spread of 2019-nCoV when treating acute respiratory failure,Lancet,PMC,2020-02-11,2020.0,0
Iranian doctors' conviction could damage public health,Lancet,PMC,2009-02-12,2009.0,0
Extending the benefits of deworming for development,Lancet,PMC,2005-04-29,2005.0,0
"November 8–14, 2014",Lancet,PMC,2014-11-07,2014.0,0
Nuanced risk assessment for emerging infectious diseases,Lancet,PMC,2014-01-17,2014.0,0
Predicting pandemics,Lancet,PMC,2016-12-16,2016.0,0
Challenges and opportunities for HIV/AIDS control in China,Lancet,PMC,2012-03-01,2012.0,0
MERS-CoV enigma deepens as reported cases surge,Lancet,PMC,2014-05-23,2014.0,0
Antibiotic antagonist: the curious career of René Dubos,Lancet,PMC,2015-11-18,2015.0,0
Serum sphingosine-1-phosphate levels and Sphingosine-1-Phosphate gene polymorphisms in acute respiratory distress syndrome: a multicenter prospective study,J Transl Med,PMC,2020-04-06,2020.0,260
Plasmodium vivax HAP2/GCS1 gene exhibits limited genetic diversity among parasite isolates from the Greater Mekong Subregion,Parasit Vectors,PMC,2020-04-07,2020.0,334
Cytokine response in human leptospirosis with different clinical outcomes: a systematic review,BMC Infect Dis,PMC,2020-04-07,2020.0,268
Acute respiratory distress syndrome subphenotypes and therapy responsive traits among preclinical models: protocol for a systematic review and meta-analysis,Respir Res,PMC,2020-04-07,2020.0,274
Diagnosis of severe scrub typhus infection by next-generation sequencing:a case report,BMC Infect Dis,PMC,2020-04-07,2020.0,137
Wang Yu: protecting China's health,Lancet,PMC,2012-03-01,2012.0,0
Health research: what happened to the charcoal?,Lancet,PMC,2004-11-12,2004.0,0
70 years of human rights in global health: drawing on a contentious past to secure a hopeful future,Lancet,PMC,2018-12-09,2018.0,0
Mandatory polio vaccination for travellers: protecting global public health,Lancet,PMC,2014-05-08,2014.0,0
Vietnam needs cash to stave off future outbreaks of bird flu,Lancet,PMC,2005-05-21,2005.0,0
Cost of protection against pandemics is small,Lancet,PMC,2016-01-22,2016.0,0
A new manifesto for the CDC,Lancet,PMC,2009-06-04,2009.0,0
Zhong Nan-Shan: leader of clinical research in China,Lancet,PMC,2008-12-18,2008.0,0
Feng-Cai Zhu: leading vaccine evaluation in China,Lancet,PMC,2015-10-08,2015.0,0
Too many unknowns stymie response to MERS,Lancet,PMC,2015-07-02,2015.0,0
Hongjie Yu: monitoring avian influenza in China,Lancet,PMC,2009-04-09,2009.0,0
"In search of sick parrots: Karl Friedrich Meyer, disease detective",Lancet,PMC,2014-05-31,2014.0,0
Forum on China-Africa Cooperation: what it means for health,Lancet,PMC,2018-09-20,2018.0,0
Ticket to ride: spreading germs a mile high,Lancet,PMC,2005-03-11,2005.0,0
NIAID director wins Canada Gairdner Global Health Award,Lancet,PMC,2016-03-23,2016.0,0
Gene patents remain controversial in biomedical research,Lancet,PMC,2013-08-09,2013.0,0
Leadership needed to revamp US quarantine plan,Lancet,PMC,2005-09-15,2005.0,0
Should health professionals play the global health security card?,Lancet,PMC,2011-07-14,2011.0,0
Resistance to anti-influenza agents,Lancet,PMC,2005-09-22,2005.0,0
Biomedical science and technology in China,Lancet,PMC,2008-10-17,2008.0,0
John R La Montagne,Lancet,PMC,2004-12-03,2004.0,0
Preparing for pandemic influenza,Lancet,PMC,2005-12-16,2005.0,0
Political commitment to MERS-CoV in Saudi Arabia,Lancet,PMC,2014-05-05,2014.0,0
International Health Regulations (2005),Lancet,PMC,2005-10-06,2005.0,0
Hitoshi Oshitani: watching out for an influenza pandemic,Lancet,PMC,2005-11-03,2005.0,0
COVID-19: fighting panic with information,Lancet,PMC,2020-02-20,2020.0,0
Industrial accidents in China: risk reduction and response,Lancet,PMC,2015-10-08,2015.0,0
Offline: 2019-nCoV—“A desperate plea”,Lancet,PMC,2020-02-06,2020.0,0
Ebola in DR Congo: getting the job done,Lancet,PMC,2020-03-19,2020.0,0
COVID-19: protecting health-care workers,Lancet,PMC,2020-03-19,2020.0,0
Experts investigate China's human H5N1 cases,Lancet,PMC,2009-02-05,2009.0,0
Poliomyelitis eradication and pandemic influenza,Lancet,PMC,2006-05-04,2006.0,0
Ebola: epidemic echoes and the chronicle of a tragedy foretold,Lancet,PMC,2014-11-14,2014.0,0
SARS legacy: outbreak reporting is expected and respected,Lancet,PMC,2013-03-08,2013.0,0
Joseph Sung: marking the tenth anniversary of SARS,Lancet,PMC,2013-03-08,2013.0,0
Krebspatienten in der operativen Intensivmedizin,Wien Klin Mag,PMC,2018-02-27,2018.0,217
Hämato-onkologische Intensivpatienten: Gefordert: Spezifisches Wissen der Intensivmediziner und Zusammenarbeit mit Onkologen,Wien Klin Mag,PMC,2012-10-05,2012.0,119
Akutes Leberversagen: Zeitgerechte Diagnose und Therapie ist entscheidend für die Prognose,Wien Klin Mag,PMC,2018-09-06,2018.0,64
"Thrombopenie auf der Intensivstation: Diagnose, Differenzialdiagnose und Therapie",Wien Klin Mag,PMC,2017-01-10,2017.0,106
Infectiepreventie vereist kennis van zaken,Tijdschr Bedr Verzekeringsgeneeskd,PMC,,,57
Earthquake tests China's emergency system,Lancet,PMC,2013-05-24,2013.0,0
Chen Wang: new President of CAMS and PUMC,Lancet,PMC,2018-06-14,2018.0,0
And the next Director-General of WHO is…,Lancet,PMC,2006-11-16,2006.0,0
Realising equity in maternal health: China's successes and challenges,Lancet,PMC,2018-12-13,2018.0,0
CEPI—a new global R&D organisation for epidemic preparedness and response,Lancet,PMC,2017-01-19,2017.0,0
Questions raised over response to influenza A outbreak,Lancet,PMC,2009-05-07,2009.0,0
Efficient functional screening of a cellular cDNA library to identify severe fever with thrombocytopenia syndrome virus entry factors,Sci Rep,PMC,2020-04-07,2020.0,127
Occurrence of pendelluft under pressure support ventilation in patients who failed a spontaneous breathing trial: an observational study,Ann Intensive Care,PMC,2020-04-07,2020.0,282
"The land of the past? Neo-populism, neo-fascism, and the failure of the left in Brazil",Polit Geogr,PMC,2020-04-08,2020.0,0
Data sharing and outbreaks: best practice exemplified,Lancet,PMC,2020-01-24,2020.0,0
From SARS to H7N9: will history repeat itself?,Lancet,PMC,2013-04-19,2013.0,0
"Thiopurine Derivative-Induced Fpg/Nei DNA Glycosylase Inhibition: Structural, Dynamic and Functional Insights",Int J Mol Sci,PMC,2020-03-17,2020.0,200
"The Controversial Roles of ADP-Ribosyl Hydrolases MACROD1, MACROD2 and TARG1 in Carcinogenesis",Cancers (Basel),PMC,2020-03-05,2020.0,240
Hepatitis C Virus Entry: An Intriguingly Complex and Highly Regulated Process,Int J Mol Sci,PMC,2020-03-18,2020.0,77
"Virus-induced pathogenesis, vaccine development, and diagnosis of novel H7N9 avian influenza A virus in humans: a systemic literature review",J Int Med Res,PMC,2019-05-08,2019.0,200
80. Jahrestagung der Deutschen Gesellschaft für Rechtsmedizin 25.–29. September 2001 in Interlaken: 25.–29. September 2001 in Interlaken,Rechtsmedizin (Berl),PMC,,,0
Hirnstammenzephalitis eines 8-jährigen Mädchens: Seltene Todesursache,Rechtsmedizin (Berl),PMC,2012-05-10,2012.0,187
